Title,Company,Company_Rating,Location,Salary,Date,Description
Self-Service Channels Specialist,GM Financial,3.6,"Monterrey, N. L.",,Postedhace 30+ días,"Strong analytical skills to propose enhancements based on data and statistics.
 Work with Customer Service, Collections and Customer Experience Operations areas…"
nuevo empleoWarehousing and Distribution Logistics Specialist (Night Shi...,Charger Logistics Inc,,"Monterrey, N. L.",,Postedhace 5 días,"Conduct business reviews, inclusive of data mining and analyses, utilizing internal systems, gathering stakeholder feedback, market information, providing…"
Project Engineer,ABB,3.9,"Apodaca, N. L.",,Postedhace 30+ días,"Designs and conducts experiments, analyzes and interprets data.
 Working as a Project Engineer, you will be the support person for various electrical engineering…"
Customer Support Specialist (Fleet Area),ABB,3.9,"San Luis Potosí, S. L. P.",,Postedhace 30+ días,"Maintain and monitor data management system to organize fleets as per various schedules and requests.
 Analyze information, evaluate accuracy, creates reports…"
Automation Tester [SDET],iTjuana,,Baja California,,Postedhace 30+ días,"Implementing and testing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time."
Android Engineer,iTjuana,,"Remoto in Tijuana, B.C.",,EmployerActivo hace 3 días,"3+ years experience in Android development.
 Experience working with: Java/Kotlin.
 Experience with Room or SQLite DBs.
 What Will Make You Stand Out: *."
Software Development Engineer in Test II,Indeed,4.3,"Remoto temporalmente in Monterrey, N. L.+6 ubicaciones",,Postedhace 16 días,"Strong understanding of computer science fundamentals, algorithm design and data structures.
 Al ser parte del equipo de SMB, escribirá código que verifica…"
Desarrollo de aplicaciones móviles Android / iOS,iTjuana,,"Monterrey, N. L.+1 ubicación",,Postedhace 17 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time."
Salesforce Software Engineer (Marketing Cloud),KAVAK Careers,2.9,Ciudad de México,,Postedhace 30+ días,"Responsible for the iteratively improving our Marketing Cloud data model and architecture.
 We are looking for a talented Marketing Cloud Developer to be…"
Lead Sitecore Developer,"Arrow Electronics, Inc.",3.5,"Tlaquepaque, Jal.",,Postedhace 30+ días,"Ability to prove prior experience integrating multiple data sources/systems for consumption by rich websites.
 You will be responsible for the development of the…"
Mobile Android Developer - Full Remote / Desarrollador Móvil...,Insulet Corporation,,"Remoto in Monterrey, N. L.+1 ubicación",,Postedhace 30+ días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time."
QA Automation Lead,Solera,2.5,Ciudad de México,,Postedhace 30+ días,"Supervise a team of QA performance and automation engineers.
 Define expectations and develop metrics to monitor results.
 Minimum 4 years supervisory experience."
Senior DevOps Engineer,Solera,2.5,Ciudad de México,,Postedhace 30+ días,"They should have no problem rolling up their sleeves to aid the teams to deliver, helping gather requirements or diving deep into data modelling with business…"
"Software Engineer, Full-Stack",C3 AI,,"Guadalajara, Jal.",,Postedhace 30 días,"Strong hands-on experience and understanding of object-oriented programming, data structures, algorithms, and web application development."
DIGITAL COPYWRITER,"Fruti Fruit, Inc.",,"México Libre, Tamps.",,EmployerActivo hace 2 días,"Continuously capture and analyze the appropriate social data/metrics, insights, and best practices.
 We are seeking for an experienced fully bilingual (english /…"
Accounting Clerk / Contador Jr.,OEC Group,3.2,"Guadalajara, Jal.",,Postedhace 16 días,"Codes data for input to financial data processing system per company procedures.
 Enters key data of financial transactions in database."
nuevo empleoCNC Lathe Programmer,"Mass Precision, Inc.",,"El Salto, Jal.",,Postedhace 2 días,"Automate machinists' tools using computer generated electronic data.
 MASS Precision Inc. is a global manufacturer with over 30 years of experience excelling in…"
nuevo empleoEstimator,"Mass Precision, Inc.",,"El Salto, Jal.",,Postedhace 2 días,"Conduct research to obtain data on labor costs, materials, production times etc.
 MASS Precision Inc. is a global manufacturer with over 30 years of experience…"
"Senior Data Integrations Developer (Guadalajara, Mexico, Mex...",BigCommerce,,"Remoto in Guadalajara, Jal.+1 ubicación",,Postedhace 30+ días,"Connect and explore disparate data sources from production systems, business applications and third party data sources."
nuevo empleoPROPOSAL SPECIALIST,Green Pace Capital,,"Tijuana, B.C.",,Postedhace 2 días,"Apply data program techniques and procedures.
 Comply with data integrity and security policies.
 Compile, verify accuracy and sort information according to…"
nuevo empleoEjecutivo de ventas y recuperación de clientes,Data Voice,3.4,"Tlalnepantla, Méx.",,Contratación continua,"Realizar llamadas a clientes que ya cuentan con un registro.
 Experiencia mínima 6 Meses en ventas call center o face to face."
Sr Tooling Engineer,North American Stamping Group,2.8,"Querétaro, Qro.",,Postedhace 28 días,">Be a problem solver and be able to make decisions based on data, establish facts and draw valid conclusions, to assess current status making management aware…"
IS Functional Analyst (SAP - MM),ABB,3.9,"San Luis Potosí, S. L. P.",,Postedhace 21 días,"Acts as the Subject Matter Expert (SME) in SAP-MM/WM, contributing technical and business process/data expertise to either support ongoing operations or develop…"
Desarrollo de aplicaciones móviles Android / iOS,iTjuana,,"Monterrey, N. L.+1 ubicación",,Postedhace 17 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time."
"Bilingual Senior Consultant, Transaction Services | Corporat...","FTI Consulting, Inc.",3.6,"11000, Colonia Lomas de Chapultepec, CDMX",,Postedhace 30+ días,"Experience assessing data in a data room.
 Experience using Think-Cell, Tableau, or other data visualization software/tools.
 Assist in preparation of proposals."
DevOps engineer,"Randstad, México",3.7,"Remoto temporalmente in Azcapotzalco, CDMX",,Postedhace 30+ días,"Ability to translate business requirements into analytics solutions and create visualizations levering data modeling tools.
 Job Types: Full-time, Permanent."
nuevo empleoEstimator,"Mass Precision, Inc.",,"El Salto, Jal.",,Postedhace 2 días,"Conduct research to obtain data on labor costs, materials, production times etc.
 MASS Precision Inc. is a global manufacturer with over 30 years of experience…"
Senior Software Developer,Channel Fusion,,Ciudad de México,,EmployerActivo hace 9 días,"To insert/update data per complex business requirements.
 NET/c# and a data access layer to connect to SQL server.
 Execute on the technical plan."
Realtor/Real Estate experienced professional,Reliance Fund,,"Saltillo, Coah.",,EmployerActivo hace 9 días,"Communication with clients and partners.
 Monitoring and maintenance of database.
 Prior experience in the U.S. is welcome, but not necessary."
Principal UX Designer - JoinMDC-SD,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"The ideal candidate has significant experience with corporate finance, designing software tools, data analytics and data visualization, planning and forecasting…"
"Application Engineer, Java SQL PL/SQL - JoinMDC-SD",Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"Oracle Fusion Receivables, a key part of Financials Cloud, has a world class, modern standards based user interface that provides real-time information about…"
Ingeniero de Controles / Senior Controls Specialist,Spiegel MFG S.A. De C.V.,,"Tlalnepantla, Méx.",,EmployerActivo hace 14 días,"Conocimiento deseable en Redes LAN, WAN y Wireless, Administración de Servidores - UNIX, Windows y Linux.
 Mínimo 5 años de Experiencia en Active Directory, MS…"
Sr. Molding Engineer,Corning Optical Communications,3.8,"Reynosa, Tamps.",,EmployerActivo hace 18 días,"Analyze manufacturing data and suggest improvements.
 Supervise technical Process group to achieve the critical goals established by the molding department."
Android Developer,iTjuana,,"Remoto in Tijuana, B.C.",,EmployerActivo hace 3 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time."
Real Estate Agent (Realtor),Reliance Fund,,"Apodaca, N. L.",,EmployerActivo hace 3 días,"The candidate will manage activities related to property research, outreach, property acquisition, property management, due diligence, property sale, including…"
"Lead Trainer, Onboarding Program",Stryker,3.8,"Tijuana, B.C.",,Postedhace 30+ días,"Understand and explain company policies, detailed procedures and fill out reports based on collected data.
 Our total rewards package offering includes bonuses,…"
Machine Learning Engineer,KAVAK Careers,2.9,Ciudad de México,,Postedhace 30+ días,Nos estamos convirtiendo en una Data Driven Company que ha ayudado a miles de clientes a comprar y vender automóviles.
Ingeniero de Ingenieria de la produccion,Stellantis,3.3,"Toluca, Méx.",,Postedhace 30+ días,"Coordinate and promote supplier grant access to team center to get the right the information required as product data, layouts, and specific information for…"
Senior Sitecore Web Developer,"Arrow Electronics, Inc.",3.5,"Tlaquepaque, Jal.",,Postedhace 30+ días,"Ability to prove prior experience integrating multiple data sources/systems for consumption by rich websites.
 You will be responsible for the development of the…"
Power Business Intelligence Specialist (Power BI),ABB,3.9,"San Luis Potosí, S. L. P.",,Postedhace 30+ días,"Provide business application analysis and data modelling design to collect, standardize, maintain, monitor, and audit business data for effective centralized…"
iOS Software Engineer (Desarrollador iOS) [Remote Position],iTjuana,,Remoto in México,,EmployerActivo hace 17 días,"Implementing web and mobile experiences based on data insights.
 This position will be working with one of our customers, in the medical device industry."
nuevo empleoTech Lead,Movi,,"Miguel Hidalgo, CDMX",,Postedhace 2 días,"Encryption and security of company data.
 Define software architecture suitable for the needs of the project.
 Create timelines for development and deployment of…"
Senior Backend Developer JoinMDC-SD,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 16 días,"We speed delivery of utility-specific services, increase corporate administration efficiency, and turn business data into business intelligence."
"Application Engineer, Java SQL PL/SQL - JoinMDC-SD",Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"Oracle Fusion Receivables, a key part of Financials Cloud, has a world class, modern standards based user interface that provides real-time information about…"
nuevo empleoLeasing Operations Representative,GM Financial,3.6,"Monterrey, N. L.",,PostedHoy,"Analytical and problem solving ability - Use of data.
 The Leasing Operations Representative provides support to our Leasing customers during the life of their…"
ADMINISTRADOR DE DATOS JR,Nukote Coating Systems Mexico.,,"Monterrey, N. L.",,EmployerActivo hace 26 días,"CONOCIMIENTO DE BASE DE DATOS INTERMEDIO/AVANZADO.
 EXPERIENCIA EN LA IMPLEMENTACIÓN DE UN ERP (DESEADA)."
Logistics Coordinator/ Auxiliar de Operaciones de Logística,OEC Group,3.2,"Guadalajara, Jal.",,Postedhace 22 días,"Accurate and timely data entry into our system (FreightStream).
 Candidates should have experience in forwarding merchandise, international tems, Incoterms, FMS…"
Sr. Global Supply Management Analyst,Corning Optical Communications,3.8,"Reynosa, Tamps.",,EmployerActivo hace 14 días,"Conducts data analysis, metrics reporting, purchasing information.
 Ability to collect and analyze data resulting in recommendations for key projects."
Real Estate Agent (Realtor),Reliance Fund,,"Apodaca, N. L.",,EmployerActivo hace 3 días,"The candidate will manage activities related to property research, outreach, property acquisition, property management, due diligence, property sale, including…"
nuevo empleoRepresentante de Desarrollo de Ventas,Parkbench.com,,Ciudad de México,,PostedHoy,"Paid internet and cell phone data plans.
 Parkbench.com is looking for 3 full-time, Sales Development Representatives to join our Personalized Outreach Demo…"
nuevo empleoSoftware Engineer - Test Automation,iTjuana,,"Sinaloa, Sin.+3 ubicaciones",,Postedhace 8 días,"Implementing and testing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time."
Sr Logistic Supervisor,Corning Optical Communications,3.8,"Reynosa, Tamps.",,EmployerActivo hace 3 días,"Monitor and analyze metrics data such as: Verified pallets, shipped pallets, loaded trucks, shipped trucks, over time, absenteeism; review trends of operation…"
nuevo empleoCountry Trade Compliance Officer,ABB,3.9,"San Luis Potosí, S. L. P.",,Postedhace 7 días,"Cooperate closely with staff in related domains to ensure seamless connection between overall trade compliance and day-today operations, including master data…"
Plant Facilities Engineer Specialist,Stellantis,3.3,"Saltillo, Coah.",,Postedhace 30+ días,Seguimiento a EWO's de paros significativos derivados de los análisis de causas raíz para la eliminación de desperdicios y mejorar la disponibilidad y desempeño…
iOS Developer Remote Positions,iTjuana,,"Remoto in Querétaro, Qro.+1 ubicación",,EmployerActivo hace 5 días,"Implementing web and mobile experiences based on data insights.
 Test enthusiastic and practitioner of TDD.
 Write high quality code, using software engineering…"
Senior Sitecore Web Developer,"Arrow Electronics, Inc.",3.5,"Tlaquepaque, Jal.",,Postedhace 30+ días,"Ability to prove prior experience integrating multiple data sources/systems for consumption by rich websites.
 You will be responsible for the development of the…"
Technical Support Specialist,Streamline Vacation Rental Software,,"Remoto temporalmente in Hermosillo, Son.",,EmployerActivo hace 27 días,"Analyze data regularly to ensure technical and quality standards are enforced throughout the integration life cycle.
 Report defects using tracking software."
DIGITAL COPYWRITER,"Fruti Fruit, Inc.",,"México Libre, Tamps.",,EmployerActivo hace 2 días,"Continuously capture and analyze the appropriate social data/metrics, insights, and best practices.
 A career with Fruti Fruit, a US company currently present in…"
Software Development Snr Manager JoinMDC-MGR,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"Strong knowledge of data structures, algorithms, operating systems, and distributed systems fundamentals.
 We’re looking for Snr Manager/Director of Software…"
Senior Backend Developer JoinMDC-SD,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 16 días,"We speed delivery of utility-specific services, increase corporate administration efficiency, and turn business data into business intelligence."
Molding Training & Development Leader,Corning Optical Communications,3.8,"Reynosa, Tamps.",,EmployerActivo hace 8 días,"We are looking for our Molding Training & Development Leader who will be key to establish, implement and monitor training and development programs for the…"
Sr. Global Supply Management Analyst,Corning Optical Communications,3.8,"Reynosa, Tamps.",,EmployerActivo hace 14 días,"Conducts data analysis, metrics reporting, purchasing information.
 Ability to collect and analyze data resulting in recommendations for key projects."
Bilingual Customer Service Representative,Rich Logistics LLC,,"Monterrey, N. L.+3 ubicaciones",,EmployerActivo hace 2 días,Responsible for maintaining solid customer relationships by representing excellent communication abilities and data entry skills.
Production Manager,Juniper Data Center,3.6,"Guadalajara, Jal.+1 ubicación",,Postedhace 30+ días,"Juniper is looking for a leader to join our production team.
 The Production Manager supports the management team and reports to the Operations / General Manager…"
Sr Logistic Supervisor,Corning Optical Communications,3.8,"Reynosa, Tamps.",,EmployerActivo hace 3 días,"Monitor and analyze metrics data such as: Verified pallets, shipped pallets, loaded trucks, shipped trucks, over time, absenteeism; review trends of operation…"
Android Engineer,iTjuana,,"Remoto in Tijuana, B.C.",,EmployerActivo hace 3 días,"Our employees are an engaging, diverse group of people who believe in the power of great ideas.
 We hire people with different experiences and perspectives to…"
Software Development Engineer in Test II,Indeed,4.3,"Remoto temporalmente in Monterrey, N. L.+6 ubicaciones",,Postedhace 16 días,"Strong understanding of computer science fundamentals, algorithm design and data structures.
 Contratando este rol a distancia en cualquier ciudad del país de…"
"Bilingual Consultant, Transaction Services | Corporate Finan...","FTI Consulting, Inc.",3.6,"11000, Colonia Lomas de Chapultepec, CDMX",,Postedhace 30+ días,"Skills and experience in data visualization.
 Analyze and manipulate data using programming software.
 Prior experience in a data analytics role."
nuevo empleoAME Technology process Engineer,Trane Technologies,,"Monterrey, N. L.",,Postedhace 4 días,"Coordinate project tasks for sample preparation inclusive of aligning operations staff, materials prep, data collection, improvement path recommendations."
Mobile Android Developer - Full Remote / Desarrollador Móvil...,iTjuana,,"Remoto in Monterrey, N. L.",,EmployerActivo hace 16 días,"From compelling Android mobile experiences to timely data-driven insights.
 We’ve grown the team up to 200 people in the last year, and we will duplicate our…"
Full-Stack Java Application Engineer,"Arrow Electronics, Inc.",3.5,"Tlaquepaque, Jal.",,Postedhace 30+ días,"Experience of architecture Web applications, data modeling techniques and analysis.
 Familiarity with building custom applications on top of ERP applications …"
Project Engineer,ABB,3.9,"Apodaca, N. L.",,Postedhace 30+ días,"Designs and conducts experiments, analyzes and interprets data.
 Working as a Project Engineer, you will be the support person for various electrical engineering…"
Senior Software Architect,Solera,2.5,Ciudad de México,,Postedhace 30+ días,"Define or provide input into data policies such as retention, security, resilience and migration.
 They should have no problem rolling up their sleeves to aid…"
nuevo empleoSoftware QA Automation Engineer,Solera,2.5,Ciudad de México,,PostedHoy,We are looking for Senior Software QA Automation Engineer responsible for design and develop automated tests for systems or applications for software…
nuevo empleoSoftware Engineer II - Mobile,Solera,2.5,Ciudad de México,,Postedhace 5 días,"We are looking for a talented developer with a desire to learn multiple mobile and web technologies.
 This role will need familiarity with iOS, Android and Web…"
nuevo empleoNode JS Developer,FreeAgent CRM,,"Guadalajara, Jal.","$50,000 al mes",Postedhace 1 día,"Migrate data from CSV and other systems into FreeAgent CRM.
 Work with members of the Customer Success team in capturing requirements, defining the solutions,…"
Production Supervisor-Injection molding,Plastikon Healthcare,,"Monterrey, N. L.",$30 por hora,Postedhace 30+ días,"Uses data to improve productivity.
 You need to have an Engineer degree with your diploma on hand (titulo-cedula) and proof that you have been fully vaccinated…"
Sales Development Representative,Lernit,,"Remoto temporalmente in Monterrey, N. L.","$10,000 - $14,000 al mes",EmployerActivo hace 14 días,Estamos comprometidos con brindar a nuestros clientes las herramientas que necesitan para impulsar y motivar a sus equipos a alcanzar sus objetivos y así lograr…
"Back-end Developer (OOP, SQL) - Fusion HCM Applications - Jo...",Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,In this position you will be responsible for designing the technical architecture for a suite of applications which businesses use to manage HR and Payroll…
nuevo empleoejecutivo de ventas,Data Voice,3.4,"Tlalnepantla, Méx.","$5,700 al mes",EmployerActivo hace 3 días,"Experiencia mínima 6 Meses en vetas call center o face to face.
 Medio tiempo 07:00-13:00 de lunes a viernes a sábado.
 Bachillerato trunco o en curso (Deseable)."
Cloud Engineering Manager - CDE - JoinMDC-MGR,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"Manage a team that designs, develops, troubleshoots and debugs software programs for databases, applications, tools, networks etc."
nuevo empleoCostumer Service / Atencion al Cliente / Auxiliar Administra...,Majestic Management,,"Tijuana, B.C.","$4,585 - $14,166 al mes",Postedhace 1 día,"Enter and verifying data.
 Developing and maintaining an excellent relationship with customers by responding courteously and professionally to all inquiries."
Web Analytics Specialist II,Juniper Data Center,3.6,+1 ubicaciónRemoto,,Postedhace 30+ días,"Work closely with web developers, data engineers, and IT to ensure seamless tracking implementation, data collection, and multichannel data integration."
"Ingeniero Equipo, SMT",FOXCONN SAN JERONIMO,4.0,"Ciudad Juárez, Chih.",,EmployerActivo hace 1 día,"Ingeniero de Equipos de SMT y PTH.
 Ingeniero Mecánico, Mecatrónico, Industrial, Ing. en sistemas computacionales o digitales, etc."
Lead Sitecore Developer,"Arrow Electronics, Inc.",3.5,"Tlaquepaque, Jal.",,Postedhace 30+ días,"Ability to prove prior experience integrating multiple data sources/systems for consumption by rich websites.
 You will be responsible for the development of the…"
nuevo empleoAME Technology process Engineer,Trane Technologies,,"Monterrey, N. L.",,Postedhace 4 días,"Coordinate project tasks for sample preparation inclusive of aligning operations staff, materials prep, data collection, improvement path recommendations."
Principal UX Designer - JoinMDC-SD,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"The ideal candidate has significant experience with corporate finance, designing software tools, data analytics and data visualization, planning and forecasting…"
Cloud Engineering Manager - CDE - JoinMDC-MGR,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"Manage a team that designs, develops, troubleshoots and debugs software programs for databases, applications, tools, networks etc."
nuevo empleoBGV- Service Delivery Executive,Neeyamo Enterprise Solutions,,"San Andrés Cholula, Pue.","$7,500 al mes",PostedHoy,"Candidate should have the capability to own the problem and get the job done effectively- must be capable of getting verifications, solving customer issues…"
nuevo empleoPricing Manager,Charger Logistics Inc,,"Monterrey, N. L.",,Postedhace 5 días,"Experience performing data extraction utilizing tools.
 Leverage big data to develop custom analytics/reporting tools including a comprehensive sales-activity…"
nuevo empleoWarehousing and Distribution Logistics Specialist (Night Shi...,Charger Logistics Inc,,"Monterrey, N. L.",,Postedhace 5 días,"Conduct business reviews, inclusive of data mining and analyses, utilizing internal systems, gathering stakeholder feedback, market information, providing…"
nuevo empleoAgente telefónico bilingüe - Answering Service Representativ...,Explora Communication Services,,"Mérida, Yuc.","$10,000 - $12,500 al mes",Postedhace 2 días,"Our first and foremost focus is to provide exceptional customer care.
 Depending on the type of business, you may also schedule, cancel and change appointments,…"
nuevo empleoSoftware Engineer - Test Automation,iTjuana,,"Sinaloa, Sin.+3 ubicaciones","$60,000 - $65,000 al mes",Postedhace 8 días,"Implementing and testing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time."
Machine Learning Engineer,KAVAK Careers,2.9,Ciudad de México,,Postedhace 30+ días,Nos estamos convirtiendo en una Data Driven Company que ha ayudado a miles de clientes a comprar y vender automóviles.
nuevo empleoSenior UX/UI Developer |LATAM| Work,BairesDev,,"Monterrey, N. L.+16 ubicaciones",,Postedhace 3 días,"Hands-on experience with managing data loads and data quality a plus.
 These developers will face numerous technical challenges, so they must use current…"
Senior Sitecore Web Developer,"Arrow Electronics, Inc.",3.5,"Tlaquepaque, Jal.",,Postedhace 30+ días,"Ability to prove prior experience integrating multiple data sources/systems for consumption by rich websites.
 You will be responsible for the development of the…"
Applications Engineer III,"Arrow Electronics, Inc.",3.5,"Tlaquepaque, Jal.",,Postedhace 30+ días,"High degree of technical aptitude over a wide scope of CRM architecture, data analysis, data model design and AI applications to provide technical direction and…"
nuevo empleoAME Technology process Engineer,Trane Technologies,,"Monterrey, N. L.",,Postedhace 4 días,"Coordinate project tasks for sample preparation inclusive of aligning operations staff, materials prep, data collection, improvement path recommendations."
Mobile Android Developer - Full Remote / Desarrollador Móvil...,iTjuana,,"Remoto in Monterrey, N. L.","$40,000 - $50,000 al mes",EmployerActivo hace 16 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time."
Oracle Applications Engineer,"Arrow Electronics, Inc.",3.5,"Tlaquepaque, Jal.",,Postedhace 30+ días,"Effective software and data troubleshooting skills.
 Design, develop, test and implement complex processes for applications like Oracle, and other custom…"
iOS Software Engineer (Desarrollador iOS) [Remote Position],iTjuana,,Remoto in México,,EmployerActivo hace 17 días,"Implementing web and mobile experiences based on data insights.
 This position will be working with one of our customers, in the medical device industry."
Site Reliability Developer 2 JoinMDC-SRD,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"Solid understanding of load balancing technologies and experience with development in programming languages, databases and big data stores, and container…"
Cloud Architect,Genpact,,Remoto,"$50,000 al mes",Postedhace 30+ días,"Knowledge of security controls for the Public cloud (encryption of data in motion/rest and key management).
 We are looking for candidates who have a passion for…"
Senior Software Engineer | Opower JoinMDC-SD,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"Opower’s cloud software is made of microservices, batch processing systems and data warehouses to provide our products to our utility partners and their…"
Sr. Applications Developer (Java) - JoinMDC-SD,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"Our large data sets and low latency solutions require a deep background in computer science.
 What You'll Bring Bachelor's degree or higher in software…"
nuevo empleoSenior Java Backend Developer (Remote in all MEXICO),Jonajo Consulting,,"Remoto temporalmente in Monterrey, N. L.+3 ubicaciones","$40,000 - $60,000 al mes",Postedhace 2 días,"Strong in data modeling/database organization experience.
 Strong in data modeling/database organization experience.
 Java Developer, Typescript a plus."
nuevo empleoBGV- Service Delivery Executive,Neeyamo Enterprise Solutions,,"San Andrés Cholula, Pue.","$7,500 al mes",PostedHoy,"Candidate should have the capability to own the problem and get the job done effectively- must be capable of getting verifications, solving customer issues…"
Senior Technical Recruiter (Remote - Mexico),BigCommerce,,"Remoto in Guadalajara, Jal.+1 ubicación",,Postedhace 19 días,"Using a data-driven approach to optimize the hiring funnel.
 From sourcing and screening to crafting long-term consultative partnerships with our teams, this…"
Service Design Specialist,GM Financial,3.6,"Monterrey, N. L.",,Postedhace 21 días,"Experience and demonstrated proficiency to interpret, investigate, and utilize quantitative and qualitative customer and operational data to drive positive…"
nuevo empleoEjecutivo de ventas y recuperación de clientes,Data Voice,3.4,"Tlalnepantla, Méx.","$4,600 al mes",Contratación continua,"Realizar llamadas a clientes que ya cuentan con un registro.
 Experiencia mínima 6 Meses en ventas call center o face to face."
nuevo empleoMarketing Coordinator,Rincon Property Management Inc.,,"Guadalajara, Jal.","$22,500 al mes",PostedHoy,"Analyzing data with me to identify trends, performance, etc.
 Using the latest technology ensures that each member of our team is able to stay up-to-date with…"
"Lead Trainer, Onboarding Program",Stryker,3.8,"Tijuana, B.C.",,Postedhace 30+ días,"Understand and explain company policies, detailed procedures and fill out reports based on collected data.
 Our total rewards package offering includes bonuses,…"
IoT Software Engineer,iTjuana,,"Tijuana, B.C.","$30,000 al mes",EmployerActivo hace 3 días,We are seeking a Software Engineer that can directly impact the experience of patients and clinicians as well as business operations with their breadth of…
Plant Facilities Engineer Specialist,Stellantis,3.3,"Saltillo, Coah.",,Postedhace 30+ días,Seguimiento a EWO's de paros significativos derivados de los análisis de causas raíz para la eliminación de desperdicios y mejorar la disponibilidad y desempeño…
"Bilingual Senior Consultant, Transaction Services | Corporat...","FTI Consulting, Inc.",3.6,"11000, Colonia Lomas de Chapultepec, CDMX",,Postedhace 30+ días,"Experience assessing data in a data room.
 Experience using Think-Cell, Tableau, or other data visualization software/tools.
 Assist in preparation of proposals."
DevOps engineer,"Randstad, México",3.7,"Remoto temporalmente in Azcapotzalco, CDMX","$50,000 - $70,000 al mes",Postedhace 30+ días,"Ability to translate business requirements into analytics solutions and create visualizations levering data modeling tools.
 Job Types: Full-time, Permanent."
"Senior Software Engineer, Full-Stack",C3 AI,,"Guadalajara, Jal.",,Postedhace 30+ días,"Strong hands-on experience and understanding of object-oriented programming, data structures, algorithms, and web application development."
Software Developer,Enhance IT,,"Oaxaca de Juárez, Oax.",$28 por hora,Contratación continua,"Strong knowledge of Software design patterns, data structures and best practices.
 Full Time, W-2 Employment.
 401K Eligibility Post 1 Year with Company."
"Supervisor, Quality Assurance",Flowserve Corporation,3.7,"Santa Clara Ocoyucan, Pue.",,Postedhace 14 días,"Show continual improvement of site metrics through the use of data.
 The Quality Assurance Supervisor will interact with various functional areas within the…"
Site Reliability Developer 2 JoinMDC-SRD,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"Solid understanding of load balancing technologies and experience with development in programming languages, databases and big data stores, and container…"
Senior Software Developer,Channel Fusion,,Ciudad de México,,EmployerActivo hace 9 días,"To insert/update data per complex business requirements.
 NET/c# and a data access layer to connect to SQL server.
 Execute on the technical plan."
Cloud Architect,Genpact,,Remoto,"$50,000 al mes",Postedhace 30+ días,"Knowledge of security controls for the Public cloud (encryption of data in motion/rest and key management).
 We are looking for candidates who have a passion for…"
nuevo empleoLead Strategy and Operations Analyst (Remote - Mexico),BigCommerce,,"Remoto in Guadalajara, Jal.+1 ubicación",,Postedhace 1 día,"Expert in SQL query writing for data exploration required.
 Experience with data exploration and analysis in Tableau, Looker preferred."
Sr. Molding Engineer,Corning Optical Communications,3.8,"Reynosa, Tamps.","$40,000 - $60,000 al mes",EmployerActivo hace 18 días,"Analyze manufacturing data and suggest improvements.
 Supervise technical Process group to achieve the critical goals established by the molding department."
Healthcare - Clinical Service Desk / Helpdesk Associate - Wo...,NTT DATA,3.4,"Remoto in Morelia, Mich.+2 ubicaciones",,Postedhace 24 días,"All candidates are required to be shift flexible.
 Night, weekend, and/or holiday work will be required.
 Schedule can be changed as per client and business…"
Product Owner - Web Analytics,Juniper Data Center,3.6,+1 ubicaciónRemoto,,Postedhace 30+ días,"Work closely with web developers, data engineers, and IT to ensure seamless tracking implementation, data collection, and multichannel data integration."
nuevo empleoRepresentante de Desarrollo de Ventas,Parkbench.com,,Ciudad de México,,PostedHoy,"Paid internet and cell phone data plans.
 Parkbench.com is looking for 3 full-time, Sales Development Representatives to join our Personalized Outreach Demo…"
Customer Support Specialist (Fleet Area),ABB,3.9,"San Luis Potosí, S. L. P.",,Postedhace 30+ días,"Maintain and monitor data management system to organize fleets as per various schedules and requests.
 Analyze information, evaluate accuracy, creates reports…"
Ingeniero de Ingenieria de la produccion,Stellantis,3.3,"Toluca, Méx.",,Postedhace 30+ días,"Coordinate and promote supplier grant access to team center to get the right the information required as product data, layouts, and specific information for…"
IS Functional Analyst (SAP - MM),ABB,3.9,"San Luis Potosí, S. L. P.",,Postedhace 21 días,"Acts as the Subject Matter Expert (SME) in SAP-MM/WM, contributing technical and business process/data expertise to either support ongoing operations or develop…"
